Model              TIME(t) ACC(t)  ERR(t)  ACC(v)  ERR(v)  Parameters
SYN2020-LUCID-p4   0.06095 0.98245 0.09890 0.99369 0.07440 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05802 0.98456 0.09470 0.99369 0.07415 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05672 0.97999 0.10701 0.99369 0.07236 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05659 0.97999 0.10572 0.99369 0.07157 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05995 0.98385 0.09412 0.99369 0.07145 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05668 0.98315 0.09440 0.99369 0.07107 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05617 0.98491 0.09026 0.99369 0.07080 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05692 0.98210 0.09481 0.99369 0.07191 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06106 0.97929 0.09871 0.99369 0.07291 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05637 0.97999 0.10352 0.99369 0.07044 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05704 0.98877 0.07809 0.99369 0.06902 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05642 0.98561 0.08862 0.99369 0.06778 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05952 0.98385 0.08838 0.99369 0.06552 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05641 0.98596 0.08229 0.99369 0.06459 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05667 0.98315 0.08693 0.99369 0.06330 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05635 0.98631 0.08120 0.99369 0.06241 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05932 0.98772 0.07925 0.99369 0.06291 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05601 0.98561 0.08505 0.99369 0.06358 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05636 0.98666 0.08080 0.99369 0.06319 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05680 0.98280 0.09449 0.99369 0.06219 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05680 0.98456 0.09028 0.99369 0.06194 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06136 0.98736 0.07347 0.99369 0.06072 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05682 0.98140 0.09476 0.99369 0.05945 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05722 0.98596 0.08329 0.99369 0.05941 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05618 0.98421 0.08902 0.99369 0.06022 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06043 0.98701 0.08142 0.99369 0.05794 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05665 0.98491 0.08380 0.99369 0.05707 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05658 0.98631 0.08258 0.99369 0.05768 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05598 0.98350 0.08661 0.99369 0.05777 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06021 0.98350 0.08565 0.99369 0.05739 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05725 0.98280 0.09460 0.99369 0.05811 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05754 0.98561 0.08443 0.99369 0.06040 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05673 0.98526 0.07820 0.99369 0.05826 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06067 0.98701 0.07782 0.99369 0.05665 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05707 0.98666 0.07789 0.99369 0.05640 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05776 0.98877 0.07270 0.99369 0.05842 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05533 0.98701 0.07470 0.99369 0.05681 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06011 0.98456 0.08523 0.99369 0.05507 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05730 0.98350 0.08616 0.99369 0.05531 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05693 0.98245 0.08882 0.99369 0.05879 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05623 0.98596 0.08013 0.99369 0.05943 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06037 0.98631 0.07835 0.99369 0.05503 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05709 0.98631 0.08083 0.99369 0.05376 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05768 0.98105 0.09411 0.99369 0.05407 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05610 0.98631 0.07548 0.99369 0.05309 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05680 0.98070 0.09436 0.99369 0.05223 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06232 0.98596 0.07970 0.99369 0.05266 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05702 0.98210 0.09142 0.99369 0.05413 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05665 0.98315 0.08449 0.99369 0.05413 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05641 0.98315 0.08604 0.99369 0.05447 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06065 0.98526 0.08017 0.99369 0.05481 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05738 0.98701 0.07548 0.99369 0.05279 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05680 0.98561 0.07707 0.99369 0.05215 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05656 0.98701 0.07663 0.99369 0.05203 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.06139 0.98456 0.08100 0.99369 0.05228 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05702 0.98491 0.08023 0.99369 0.05124 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05701 0.98526 0.07742 0.99369 0.05137 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
SYN2020-LUCID-p4   0.05577 0.98526 0.08263 0.99369 0.05026 lr=0.100,b=2048,n=010,t=010,k=001,h=(03,09),m=min
