PROCESS-TIME SIZE TIMESTAMP
0.12404513359069824 0.00 1671628784.94138
0.14950847625732422 0.74 1671628790.4029841
0.1698744297027588 1.48 1671628796.4325604
0.2919955253601074 2.12 1671628803.0444043
0.06560707092285156 0.28 1671628808.261757
0.1441333293914795 0.93 1671628813.9281914
0.1765003204345703 1.64 1671628820.0026958
0.2183089256286621 2.38 1671628826.439369
0.28587841987609863 3.18 1671628833.3291905
0.05366849899291992 0.27 1671628838.5263438
0.10807538032531738 0.91 1671628844.1024103
0.1567246913909912 1.59 1671628850.1204832
0.2232811450958252 2.33 1671628856.5445323
0.2856123447418213 3.11 1671628863.5302866
0.07628273963928223 0.29 1671628868.8144383
0.1560513973236084 0.93 1671628874.4534035
0.1954340934753418 1.61 1671628880.5401754
0.3065671920776367 2.37 1671628887.1126006
0.26593446731567383 3.13 1671628893.9879282
0.07634210586547852 0.35 1671628899.2452564
0.10607075691223145 1.00 1671628904.872973
0.20722436904907227 1.68 1671628911.0053997
0.22759485244750977 2.41 1671628917.4508505
0.27817201614379883 3.20 1671628924.470387
0.07942533493041992 0.40 1671628929.757307
0.13328123092651367 1.07 1671628935.4272842
0.1849980354309082 1.78 1671628941.5174553
0.21748018264770508 2.52 1671628948.0103722
0.2870519161224365 3.29 1671628955.0484774
0.08308076858520508 0.47 1671628960.36908
0.11859750747680664 1.11 1671628966.0573645
0.1946885585784912 1.82 1671628972.2047021
0.21455621719360352 2.56 1671628978.7345226
0.2916903495788574 3.33 1671628985.7014139
0.07401371002197266 0.55 1671628991.0590713
0.21500825881958008 1.20 1671628996.8970172
0.18212485313415527 1.90 1671629003.126058
0.23437833786010742 2.66 1671629009.726319
0.3068876266479492 3.47 1671629016.8926775
0.08782815933227539 0.69 1671629022.339115
0.1390676498413086 1.38 1671629028.1838067
0.19579529762268066 2.07 1671629034.5453038
0.2521359920501709 2.82 1671629041.2100637
0.045877695083618164 0.03 1671629046.2934563
0.08908820152282715 0.63 1671629051.7142088
0.13697409629821777 1.31 1671629057.5298169
0.29840683937072754 2.05 1671629064.0129354
0.26642465591430664 2.81 1671629070.8019216
0.3188951015472412 0.03 1671629077.9831274
0.09607648849487305 0.82 1671629083.5165982
0.16253137588500977 1.51 1671629089.4598563
0.26462316513061523 2.24 1671629095.9328978
0.2753028869628906 3.00 1671629102.7662845
0.05573272705078125 0.20 1671629107.9366808
0.10096001625061035 0.82 1671629113.4440627
0.14337658882141113 1.48 1671629119.381692
0.20192384719848633 2.14 1671629125.7856033
0.3237779140472412 2.89 1671629132.589997
0.049757957458496094 0.18 1671629137.7476609
0.08967709541320801 0.75 1671629143.2260082
0.12458395957946777 1.44 1671629148.997299
0.17867350578308105 2.24 1671629155.290985
0.238555908203125 3.10 1671629161.9552438
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
PROCESS-TIME SIZE TIMESTAMP
